tGroup,round,epoch,layer,neuron,type,weight,value
1-0,6,700,0,4,N,23,-0.03822714088059698
1-0,6,700,0,4,N,24,0.7424194114042545
1-0,6,700,0,4,N,25,0.6573035049662602
1-0,6,700,0,4,N,26,0.38930653148384775
1-0,6,700,0,4,N,27,0.25970568739007105
1-0,6,700,0,4,N,28,-0.17164765001560364
1-0,6,700,0,4,N,29,0.5531900910306495
1-0,6,700,0,4,N,30,0.8086014625208091
1-0,6,700,0,4,N,31,-0.4506126888963262
1-0,6,700,0,4,N,32,0.04113480672572045
1-0,6,700,0,4,N,33,0.08639164834903057
1-0,6,700,0,4,N,34,0.00440459977763868
1-0,6,700,0,4,N,35,0.3195702050910832
1-0,6,700,0,4,N,36,0.6556811754328921
1-0,6,700,0,4,N,37,-0.5337654706042416
1-0,6,700,0,4,N,38,0.6779368989377947
1-0,6,700,0,4,N,39,0.17962830438664001
1-0,6,700,0,4,N,40,0.08829656329915182
1-0,6,700,0,4,N,41,-0.6688490142681874
1-0,6,700,0,4,N,42,-0.43420749198468
1-0,6,700,0,4,N,43,0.16242144358881758
1-0,6,700,0,4,N,44,0.8781590516657585
1-0,6,700,0,4,N,45,-0.556887336597031
1-0,6,700,0,4,N,46,-0.028299550744425007
1-0,6,700,0,4,N,47,0.1955657309343758
1-0,6,700,0,4,N,48,-0.8854799151219327
1-0,6,700,0,4,N,49,0.07245593674603515
1-0,6,700,0,4,N,50,0.7427953909607794
1-0,6,700,0,4,N,51,-0.23803867330727352
1-0,6,700,0,4,N,52,0.23869533267342455
1-0,6,700,0,4,N,53,0.42865980888523636
1-0,6,700,0,4,N,54,0.24255598958111996
1-0,6,700,0,4,N,55,-0.45431857573427165
1-0,6,700,0,5,N,0,0.16974406361739167
1-0,6,700,0,5,N,1,0.7047188655207313
1-0,6,700,0,5,N,2,-0.768471270560031
1-0,6,700,0,5,N,3,0.7233797151862638
1-0,6,700,0,5,N,4,-0.04519683381677124
1-0,6,700,0,5,N,5,0.5159813437280019
1-0,6,700,0,5,N,6,-0.16493340030509981
1-0,6,700,0,5,N,7,-0.06620065791245838
1-0,6,700,0,5,N,8,-0.7556051695530461
1-0,6,700,0,5,N,9,-0.23496112147543372
1-0,6,700,0,5,N,10,-0.18278122174280528
1-0,6,700,0,5,N,11,-0.13876320835137504
1-0,6,700,0,5,N,12,-0.9025513281288181
1-0,6,700,0,5,N,13,-0.7146824508349262
1-0,6,700,0,5,N,14,0.0798753224328627
1-0,6,700,0,5,N,15,0.555664456786677
1-0,6,700,0,5,N,16,0.48734791897319585
1-0,6,700,0,5,N,17,-0.6077161172136454
1-0,6,700,0,5,N,18,0.05637153086898172
1-0,6,700,0,5,N,19,0.7049820409088001
1-0,6,700,0,5,N,20,0.41776826863138666
1-0,6,700,0,5,N,21,-0.35787582055933576
1-0,6,700,0,5,N,22,-0.6058227629084544
1-0,6,700,0,5,N,23,0.15987541920483817
1-0,6,700,0,5,N,24,4.893344526314403E-4
1-0,6,700,0,5,N,25,0.15988695489044236
1-0,6,700,0,5,N,26,0.6845376084813357
1-0,6,700,0,5,N,27,0.9130954216441168
1-0,6,700,0,5,N,28,-0.7006785161686102
1-0,6,700,0,5,N,29,0.24781497826051307
1-0,6,700,0,5,N,30,0.11730584097045094
1-0,6,700,0,5,N,31,0.4674766720723651
1-0,6,700,0,5,N,32,-0.28477908358142057
1-0,6,700,0,5,N,33,0.8255441829297304
1-0,6,700,0,5,N,34,0.7993577184592046
1-0,6,700,0,5,N,35,-0.7450342430059103
1-0,6,700,0,5,N,36,0.5012339290382778
1-0,6,700,0,5,N,37,-0.0181999759221937
1-0,6,700,0,5,N,38,0.3190422201879405
1-0,6,700,0,5,N,39,0.30002840485907856
1-0,6,700,0,5,N,40,-0.07478585960569868
1-0,6,700,0,5,N,41,0.68848207121843
1-0,6,700,0,5,N,42,-0.4492503699195261
1-0,6,700,0,5,N,43,-0.8015473998658463
1-0,6,700,0,5,N,44,-0.45488195061790965
1-0,6,700,0,5,N,45,-0.7485702121657024
1-0,6,700,0,5,N,46,0.12205148534821446
1-0,6,700,0,5,N,47,0.30570853226727585
1-0,6,700,0,5,N,48,0.9731376690904379
1-0,6,700,0,5,N,49,-0.09680328721430304
1-0,6,700,0,5,N,50,0.0301584281723899
1-0,6,700,0,5,N,51,0.28357545271322704
1-0,6,700,0,5,N,52,-0.46244735479204124
1-0,6,700,0,5,N,53,0.09419629415334736
1-0,6,700,0,5,N,54,0.06813936428601772
1-0,6,700,0,5,N,55,-0.02161227111263835
1-0,6,700,0,6,N,0,-0.4444592282394461
1-0,6,700,0,6,N,1,-0.6411847074158293
1-0,6,700,0,6,N,2,0.21718923373508478
1-0,6,700,0,6,N,3,-0.47849300282311624
1-0,6,700,0,6,N,4,0.009756725069015341
1-0,6,700,0,6,N,5,0.1620895548392349
1-0,6,700,0,6,N,6,-0.2796040355841936
1-0,6,700,0,6,N,7,-0.2584443394474521
1-0,6,700,0,6,N,8,0.18097385910849903
1-0,6,700,0,6,N,9,-0.21485109469411645
1-0,6,700,0,6,N,10,-0.5948548717788945
1-0,6,700,0,6,N,11,-0.08008253954861486
1-0,6,700,0,6,N,12,0.3755062523495639
1-0,6,700,0,6,N,13,-0.4320835512422344
1-0,6,700,0,6,N,14,-0.25697746912849234
1-0,6,700,0,6,N,15,0.4010947441831878
1-0,6,700,0,6,N,16,-0.37057758100084015
1-0,6,700,0,6,N,17,0.37332315889982526
1-0,6,700,0,6,N,18,0.5436583439747076
1-0,6,700,0,6,N,19,-0.18542892095357938
1-0,6,700,0,6,N,20,-0.406902013821837
1-0,6,700,0,6,N,21,-0.7059855519372825
1-0,6,700,0,6,N,22,-0.5564122236305366
1-0,6,700,0,6,N,23,0.5438463306080467
1-0,6,700,0,6,N,24,-0.5228987588547892
1-0,6,700,0,6,N,25,0.45092956908037163
1-0,6,700,0,6,N,26,0.12631596347606017
1-0,6,700,0,6,N,27,0.5074075099524035
1-0,6,700,0,6,N,28,-0.09526419751851864
1-0,6,700,0,6,N,29,-0.643172759209297
1-0,6,700,0,6,N,30,-0.424568764934215
1-0,6,700,0,6,N,31,-0.5334312172712374
1-0,6,700,0,6,N,32,0.06429845041649707
1-0,6,700,0,6,N,33,0.33462095532774083
1-0,6,700,0,6,N,34,-0.4124742526039132
1-0,6,700,0,6,N,35,0.47344601124378666
1-0,6,700,0,6,N,36,0.33170751484653427
1-0,6,700,0,6,N,37,-0.1709165126239818
1-0,6,700,0,6,N,38,0.5655288841988757
1-0,6,700,0,6,N,39,-0.3382347899000605
1-0,6,700,0,6,N,40,0.714178091236041
1-0,6,700,0,6,N,41,0.42636441792609653
1-0,6,700,0,6,N,42,0.05232796243235307
1-0,6,700,0,6,N,43,0.42268145135391016
1-0,6,700,0,6,N,44,-0.37874497997590734
1-0,6,700,0,6,N,45,-0.26959501992599
1-0,6,700,0,6,N,46,-0.07947597777885618
1-0,6,700,0,6,N,47,-0.47671028622284756
1-0,6,700,0,6,N,48,-0.4516452038799155
1-0,6,700,0,6,N,49,-0.4074566905450538
1-0,6,700,0,6,N,50,-0.024665987871675128
1-0,6,700,0,6,N,51,0.4153626048312932
1-0,6,700,0,6,N,52,0.6242832698073335
1-0,6,700,0,6,N,53,0.2968033494597292
1-0,6,700,0,6,N,54,-0.38656863483650894
1-0,6,700,0,6,N,55,-0.31300756561942283
1-0,6,700,0,7,N,0,-0.5712325561303025
1-0,6,700,0,7,N,1,-0.04349989557925734
1-0,6,700,0,7,N,2,0.2966453539815655
1-0,6,700,0,7,N,3,-0.254263042719379
1-0,6,700,0,7,N,4,-0.13945068713568234
1-0,6,700,0,7,N,5,-0.3345228057671487
1-0,6,700,0,7,N,6,0.03976977807364381
1-0,6,700,0,7,N,7,0.1990255417252102
1-0,6,700,0,7,N,8,-0.7862776558829814
1-0,6,700,0,7,N,9,-0.03551741523877361
1-0,6,700,0,7,N,10,-0.664201773030237
1-0,6,700,0,7,N,11,0.1777617698819762
1-0,6,700,0,7,N,12,-0.8178978655622371
1-0,6,700,0,7,N,13,-0.5274412164250503
1-0,6,700,0,7,N,14,0.8648263248236189
1-0,6,700,0,7,N,15,-0.05215966180507873
1-0,6,700,0,7,N,16,0.6114687221920135
1-0,6,700,0,7,N,17,-0.25540917360591897
1-0,6,700,0,7,N,18,0.8705083340834799
1-0,6,700,0,7,N,19,0.12789628741240905
1-0,6,700,0,7,N,20,0.424032156117098
1-0,6,700,0,7,N,21,-0.5983747961375379
1-0,6,700,0,7,N,22,-0.03070288876986765
1-0,6,700,0,7,N,23,0.6612577974864766
1-0,6,700,0,7,N,24,-0.5581339414788405
1-0,6,700,0,7,N,25,0.05234013434935858
1-0,6,700,0,7,N,26,0.3585643826808848
1-0,6,700,0,7,N,27,0.23452169576868995
1-0,6,700,0,7,N,28,0.33190661162605395
1-0,6,700,0,7,N,29,-0.04496032468689153
1-0,6,700,0,7,N,30,0.6786585102499294
1-0,6,700,0,7,N,31,-0.4749490669998403
1-0,6,700,0,7,N,32,0.026022019215184877
1-0,6,700,0,7,N,33,0.21761127915566988
1-0,6,700,0,7,N,34,-0.3891175166043112
1-0,6,700,0,7,N,35,-0.08012930533683485
1-0,6,700,0,7,N,36,0.23072010239691434
1-0,6,700,0,7,N,37,0.9234348613928113
1-0,6,700,0,7,N,38,-0.509083631804448
1-0,6,700,0,7,N,39,0.20352983273341052
1-0,6,700,0,7,N,40,-0.4723076239365774
1-0,6,700,0,7,N,41,-0.1574425562467938
1-0,6,700,0,7,N,42,0.057283890173471144
1-0,6,700,0,7,N,43,0.2827352569473849
1-0,6,700,0,7,N,44,3.6927329199457765E-4
1-0,6,700,0,7,N,45,-0.10423590084405074
1-0,6,700,0,7,N,46,-0.26157963260153816
1-0,6,700,0,7,N,47,-0.07305959863438634
1-0,6,700,0,7,N,48,0.3301496853970786
1-0,6,700,0,7,N,49,-0.5947908719037085
1-0,6,700,0,7,N,50,0.5715765679859715
1-0,6,700,0,7,N,51,-0.09871691537961412
1-0,6,700,0,7,N,52,-0.031064641795934378
1-0,6,700,0,7,N,53,0.592494415688493
1-0,6,700,0,7,N,54,0.96881242679763
1-0,6,700,0,7,N,55,-0.5666038270661126
1-0,6,700,0,8,N,0,-0.15055623393246892
1-0,6,700,0,8,N,1,-0.6294799125670315
1-0,6,700,0,8,N,2,-0.009187307750799303
1-0,6,700,0,8,N,3,0.038850837308503625
1-0,6,700,0,8,N,4,-0.25406819734806063
1-0,6,700,0,8,N,5,0.2123148524843329
1-0,6,700,0,8,N,6,0.7915705788874041
1-0,6,700,0,8,N,7,-0.6018706678661112
1-0,6,700,0,8,N,8,0.4534401742784271
1-0,6,700,0,8,N,9,0.3641954013918777
1-0,6,700,0,8,N,10,-0.12183253794950383
1-0,6,700,0,8,N,11,-0.03125060446606318
1-0,6,700,0,8,N,12,-0.036790466859571526
1-0,6,700,0,8,N,13,-0.747725973694139
1-0,6,700,0,8,N,14,0.3275636112500892
1-0,6,700,0,8,N,15,0.7847515129359235
1-0,6,700,0,8,N,16,0.758606951837754
1-0,6,700,0,8,N,17,-0.3584310483755579
1-0,6,700,0,8,N,18,-0.14599448853386188
1-0,6,700,0,8,N,19,0.30453236298132463
1-0,6,700,0,8,N,20,0.09977974581979113
1-0,6,700,0,8,N,21,-0.6828702651890324
1-0,6,700,0,8,N,22,0.33792225631128625
1-0,6,700,0,8,N,23,0.9024797724226234
1-0,6,700,0,8,N,24,-0.7121955128954546
1-0,6,700,0,8,N,25,-0.5754095069342593
1-0,6,700,0,8,N,26,0.4431135536432672
1-0,6,700,0,8,N,27,-0.34878564790450617
1-0,6,700,0,8,N,28,0.45260947021585507
1-0,6,700,0,8,N,29,0.3603113649450719
1-0,6,700,0,8,N,30,0.19182145487958602
1-0,6,700,0,8,N,31,-0.518913024769762
1-0,6,700,0,8,N,32,0.14953705460580313
1-0,6,700,0,8,N,33,-0.08627073764561571
1-0,6,700,0,8,N,34,3.034952782742766E-4
1-0,6,700,0,8,N,35,-0.5573018405987463
1-0,6,700,0,8,N,36,-0.37210924074710683
1-0,6,700,0,8,N,37,-0.2030600229030461
1-0,6,700,0,8,N,38,0.09926414331994399
1-0,6,700,0,8,N,39,-0.874786378730414
1-0,6,700,0,8,N,40,0.08736896577331792
1-0,6,700,0,8,N,41,0.027826119575108388
1-0,6,700,0,8,N,42,-0.6451782527916725
1-0,6,700,0,8,N,43,-0.4661978704684485
1-0,6,700,0,8,N,44,-0.04171654623087564
1-0,6,700,0,8,N,45,-0.2440251890780089
1-0,6,700,0,8,N,46,-0.25751519436632875
1-0,6,700,0,8,N,47,0.3022801315189871
1-0,6,700,0,8,N,48,-0.5047934426216877
1-0,6,700,0,8,N,49,-0.4529708177935016
1-0,6,700,0,8,N,50,-0.5370397110799506
1-0,6,700,0,8,N,51,-0.07012772808002374
1-0,6,700,0,8,N,52,0.15693463662094276
1-0,6,700,0,8,N,53,0.6923303919704551
1-0,6,700,0,8,N,54,0.5995703542916575
1-0,6,700,0,8,N,55,-0.08556249391841174
1-0,6,700,0,9,N,0,0.7470085018222782
1-0,6,700,0,9,N,1,-0.016002301813477764
1-0,6,700,0,9,N,2,-0.3318095490945048
1-0,6,700,0,9,N,3,0.11874112344020277
1-0,6,700,0,9,N,4,0.05230765834782835
1-0,6,700,0,9,N,5,0.6732564019755625
1-0,6,700,0,9,N,6,0.22030473089216107
1-0,6,700,0,9,N,7,-0.6350737490074629
1-0,6,700,0,9,N,8,0.4662269627077958
1-0,6,700,0,9,N,9,-0.8025998691703297
1-0,6,700,0,9,N,10,-0.15423885173617274
1-0,6,700,0,9,N,11,0.09145295241442504
1-0,6,700,0,9,N,12,-0.193058649614657
1-0,6,700,0,9,N,13,-0.039056109800164794
1-0,6,700,0,9,N,14,-0.03795375377378362
1-0,6,700,0,9,N,15,0.1441657060124802
1-0,6,700,0,9,N,16,0.006341226144440104
1-0,6,700,0,9,N,17,-0.7407962472874133
1-0,6,700,0,9,N,18,-0.2547198532508538
1-0,6,700,0,9,N,19,-0.329843794942888
1-0,6,700,0,9,N,20,0.1062658221360309
1-0,6,700,0,9,N,21,0.35684001089587064
1-0,6,700,0,9,N,22,-0.031461406590302686
1-0,6,700,0,9,N,23,0.6340438212889916
1-0,6,700,0,9,N,24,-0.5030023642929784
1-0,6,700,0,9,N,25,0.11255110000908564
1-0,6,700,0,9,N,26,0.3105566789884977
1-0,6,700,0,9,N,27,-0.12356292509078783
1-0,6,700,0,9,N,28,0.04033441006942699
1-0,6,700,0,9,N,29,-0.5138474077964839
1-0,6,700,0,9,N,30,0.23079360321374276
1-0,6,700,0,9,N,31,-0.5049319126053917
1-0,6,700,0,9,N,32,-0.3288820899150475
1-0,6,700,0,9,N,33,-0.1509478622912257
1-0,6,700,0,9,N,34,0.04999467043406688
1-0,6,700,0,9,N,35,0.5844229031615458
1-0,6,700,0,9,N,36,0.2279647946781694
1-0,6,700,0,9,N,37,0.1587518495603583
1-0,6,700,0,9,N,38,0.2232401651062509
1-0,6,700,0,9,N,39,-0.19244364071620057
1-0,6,700,0,9,N,40,0.14143624450783024
1-0,6,700,0,9,N,41,0.7148146944291973
1-0,6,700,0,9,N,42,0.8429237129066257
1-0,6,700,0,9,N,43,-0.4364610402551001
1-0,6,700,0,9,N,44,-0.19578725661608662
1-0,6,700,0,9,N,45,0.3287169637781949
1-0,6,700,0,9,N,46,0.3620159364783823
1-0,6,700,0,9,N,47,0.03485912632935894
1-0,6,700,0,9,N,48,0.018566580247374086
1-0,6,700,0,9,N,49,0.011957138253844916
1-0,6,700,0,9,N,50,-0.41331540757814905
1-0,6,700,0,9,N,51,-0.3093001729216583
1-0,6,700,0,9,N,52,-0.8979914345500937
1-0,6,700,0,9,N,53,-0.30509242041441403
1-0,6,700,0,9,N,54,-0.526033922055724
1-0,6,700,0,9,N,55,0.03849522951045297
1-0,6,700,0,10,N,0,-0.016571852394676085
1-0,6,700,0,10,N,1,0.3444892951487964
1-0,6,700,0,10,N,2,-0.5481197128594528
1-0,6,700,0,10,N,3,-0.01988416310625629
1-0,6,700,0,10,N,4,-0.12797163490774685
1-0,6,700,0,10,N,5,0.051764262555905015
1-0,6,700,0,10,N,6,-0.24385942474552688
1-0,6,700,0,10,N,7,-0.04149895183227918
1-0,6,700,0,10,N,8,0.09055739210262173
1-0,6,700,0,10,N,9,0.7378078650415677
1-0,6,700,0,10,N,10,-0.8211813075202328
1-0,6,700,0,10,N,11,0.3954914174038857
1-0,6,700,0,10,N,12,0.3348798228958686
1-0,6,700,0,10,N,13,-0.40736589760234015
1-0,6,700,0,10,N,14,-0.07304012145169338
1-0,6,700,0,10,N,15,0.17088380532708922
1-0,6,700,0,10,N,16,-0.6988773289983291
1-0,6,700,0,10,N,17,-0.5199906755731786
1-0,6,700,0,10,N,18,-0.6539717166058129
1-0,6,700,0,10,N,19,-0.15017794890368
1-0,6,700,0,10,N,20,0.16418506514266387
1-0,6,700,0,10,N,21,-0.36196807021998156
1-0,6,700,0,10,N,22,-0.08841214835854132
1-0,6,700,0,10,N,23,0.5611873633618683
1-0,6,700,0,10,N,24,0.8532276027637737
1-0,6,700,0,10,N,25,0.23271742739967494
1-0,6,700,0,10,N,26,0.3872775553140302
1-0,6,700,0,10,N,27,0.44694824748386663
1-0,6,700,0,10,N,28,0.6108457783947611
1-0,6,700,0,10,N,29,-0.12270126682114588
1-0,6,700,0,10,N,30,0.14443170281077966
1-0,6,700,0,10,N,31,-0.011656165564616794
1-0,6,700,0,10,N,32,0.6535027934335131
1-0,6,700,0,10,N,33,-0.08601509114415475
1-0,6,700,0,10,N,34,-0.08057926664623283
1-0,6,700,0,10,N,35,0.1466251823837347
1-0,6,700,0,10,N,36,0.5154739794288435
1-0,6,700,0,10,N,37,-0.018528067059930327
1-0,6,700,0,10,N,38,-0.3256383632093707
1-0,6,700,0,10,N,39,0.3928256052612987
1-0,6,700,0,10,N,40,-0.31947520010770525
1-0,6,700,0,10,N,41,0.36150318388112734
1-0,6,700,0,10,N,42,0.5532144218045989
1-0,6,700,0,10,N,43,0.5819653606352443
1-0,6,700,0,10,N,44,-0.1691150985953144
1-0,6,700,0,10,N,45,0.23041079977571977
1-0,6,700,0,10,N,46,-0.7780273656230041
1-0,6,700,0,10,N,47,0.20299396469866737
1-0,6,700,0,10,N,48,0.23191280827854802
1-0,6,700,0,10,N,49,-0.15131395457371438
1-0,6,700,0,10,N,50,-0.26885520592221357
1-0,6,700,0,10,N,51,-0.12041583553295504
1-0,6,700,0,10,N,52,0.6546069961721515
1-0,6,700,0,10,N,53,-0.7106950717665547
1-0,6,700,0,10,N,54,-0.8795058757034054
1-0,6,700,0,10,N,55,0.48012808198815043
1-0,6,700,0,11,N,0,-0.1606782431879051
1-0,6,700,0,11,N,1,0.13508804483867992
1-0,6,700,0,11,N,2,0.30907110659772
1-0,6,700,0,11,N,3,0.6489998393435362
1-0,6,700,0,11,N,4,0.1714045233246392
1-0,6,700,0,11,N,5,0.07030382846516711
1-0,6,700,0,11,N,6,0.11825527720465338
1-0,6,700,0,11,N,7,-0.2412976117464117
1-0,6,700,0,11,N,8,-0.41860016247057286
1-0,6,700,0,11,N,9,0.7379868108926815
1-0,6,700,0,11,N,10,0.29802974827988316
1-0,6,700,0,11,N,11,0.6234458539767505
1-0,6,700,0,11,N,12,0.24568458863136253
1-0,6,700,0,11,N,13,-0.8602400858593627
1-0,6,700,0,11,N,14,-0.01302784589808036
1-0,6,700,0,11,N,15,0.19551536899157135
1-0,6,700,0,11,N,16,-0.5083234448593551
1-0,6,700,0,11,N,17,0.16705524537648492
1-0,6,700,0,11,N,18,0.04580828949248604
1-0,6,700,0,11,N,19,0.5040336876720248
1-0,6,700,0,11,N,20,-0.2922742205474549
1-0,6,700,0,11,N,21,0.2696639532257331
1-0,6,700,0,11,N,22,-0.5684105148927341
1-0,6,700,0,11,N,23,0.34047443133827326
1-0,6,700,0,11,N,24,0.11457847787047537
1-0,6,700,0,11,N,25,0.31285932435503516
1-0,6,700,0,11,N,26,-0.3087497765562331
1-0,6,700,0,11,N,27,0.6438053295956254
1-0,6,700,0,11,N,28,-0.12228881249072897
1-0,6,700,0,11,N,29,-0.8370206636521563
1-0,6,700,0,11,N,30,-0.522371227151397
1-0,6,700,0,11,N,31,0.0019364620834170232
1-0,6,700,0,11,N,32,0.2774238224337877
1-0,6,700,0,11,N,33,0.755310573613098
1-0,6,700,0,11,N,34,-0.2526492664553042
1-0,6,700,0,11,N,35,-0.661100866402361
1-0,6,700,0,11,N,36,-0.8020995147520645
1-0,6,700,0,11,N,37,0.6029344616460196
1-0,6,700,0,11,N,38,-0.22508580213435003
1-0,6,700,0,11,N,39,-0.34956105984728414
1-0,6,700,0,11,N,40,-0.24124870802764528
1-0,6,700,0,11,N,41,0.4012863763677872
1-0,6,700,0,11,N,42,0.23468741150973016
1-0,6,700,0,11,N,43,-0.013029675323220073
1-0,6,700,0,11,N,44,-0.20314705115064108
1-0,6,700,0,11,N,45,-0.5260161296409173
1-0,6,700,0,11,N,46,0.3179900023816082
1-0,6,700,0,11,N,47,-0.7779918984259848
1-0,6,700,0,11,N,48,0.3299389399877263
1-0,6,700,0,11,N,49,-0.23290493545655608
1-0,6,700,0,11,N,50,-0.15713794585818955
1-0,6,700,0,11,N,51,0.26539705495482513
1-0,6,700,0,11,N,52,-0.5958951672214532
1-0,6,700,0,11,N,53,0.3674857206439185
1-0,6,700,0,11,N,54,0.49234401003480976
1-0,6,700,0,11,N,55,0.3397567476105826
1-0,6,700,0,12,N,0,-0.1538199251574991
1-0,6,700,0,12,N,1,0.7137601449094907
1-0,6,700,0,12,N,2,0.7417270134440646
1-0,6,700,0,12,N,3,0.22266176904726145
1-0,6,700,0,12,N,4,0.33072413071374684
1-0,6,700,0,12,N,5,0.45618947351757533
1-0,6,700,0,12,N,6,-0.5964645303262915
1-0,6,700,0,12,N,7,-0.20300667491066626
1-0,6,700,0,12,N,8,-0.08010204719743699
1-0,6,700,0,12,N,9,0.6420075028486969
1-0,6,700,0,12,N,10,0.29631325037696143
1-0,6,700,0,12,N,11,-0.13318372747170212
1-0,6,700,0,12,N,12,-0.16064075121590135
1-0,6,700,0,12,N,13,-0.20420511738583075
1-0,6,700,0,12,N,14,0.1520255067271241
1-0,6,700,0,12,N,15,0.02920639904236049
1-0,6,700,0,12,N,16,-0.5512129114484443
1-0,6,700,0,12,N,17,-0.10908787647110361
1-0,6,700,0,12,N,18,-0.6925812384329131
1-0,6,700,0,12,N,19,-0.12269204063387243
1-0,6,700,0,12,N,20,-0.2690417091129442
1-0,6,700,0,12,N,21,0.3173890472351247
1-0,6,700,0,12,N,22,0.4020091714798438
1-0,6,700,0,12,N,23,0.3048118886736588
1-0,6,700,0,12,N,24,0.44585261374335594
1-0,6,700,0,12,N,25,-0.21203431815683793
1-0,6,700,0,12,N,26,0.15511831693215072
1-0,6,700,0,12,N,27,-0.1475906643001391
1-0,6,700,0,12,N,28,0.20052361212034614
1-0,6,700,0,12,N,29,-0.4684941054845816
1-0,6,700,0,12,N,30,0.17090519819649408
1-0,6,700,0,12,N,31,0.5864367966299707
1-0,6,700,0,12,N,32,-0.2723313056228338
1-0,6,700,0,12,N,33,-0.04553706655353168
1-0,6,700,0,12,N,34,-0.3750111621316569
1-0,6,700,0,12,N,35,-0.47673844675478055
1-0,6,700,0,12,N,36,0.8871643900294989
1-0,6,700,0,12,N,37,0.2810546273439268
1-0,6,700,0,12,N,38,0.08798785855603371
1-0,6,700,0,12,N,39,0.2710182585471509
1-0,6,700,0,12,N,40,0.32104321577814
1-0,6,700,0,12,N,41,0.1415540710027399
1-0,6,700,0,12,N,42,-0.707891461434294
1-0,6,700,0,12,N,43,0.8221634777726877
1-0,6,700,0,12,N,44,0.7204117572493267
1-0,6,700,0,12,N,45,0.4405955822134744
1-0,6,700,0,12,N,46,0.1654598175156043
1-0,6,700,0,12,N,47,-0.07888616828304126
1-0,6,700,0,12,N,48,0.8074614596878784
1-0,6,700,0,12,N,49,-0.23255871242554363
1-0,6,700,0,12,N,50,-0.25668699973922365
1-0,6,700,0,12,N,51,-0.09441193771168091
1-0,6,700,0,12,N,52,-0.3027111265340723
1-0,6,700,0,12,N,53,0.21658990891303848
1-0,6,700,0,12,N,54,-0.33785697568835354
1-0,6,700,0,12,N,55,-0.39507126198772485
1-0,6,700,0,13,N,0,0.5426248148739861
1-0,6,700,0,13,N,1,0.038337917805723855
1-0,6,700,0,13,N,2,-0.21163849497798268
1-0,6,700,0,13,N,3,-0.88457481475803
1-0,6,700,0,13,N,4,-0.2677071245237141
1-0,6,700,0,13,N,5,0.6123571557569024
1-0,6,700,0,13,N,6,0.05780647429205054
1-0,6,700,0,13,N,7,0.20804241107230262
1-0,6,700,0,13,N,8,0.16108370757978685
1-0,6,700,0,13,N,9,-0.6797831178570041
1-0,6,700,0,13,N,10,0.7015802444790463
1-0,6,700,0,13,N,11,0.365972650232472
1-0,6,700,0,13,N,12,-0.3253970342863665
1-0,6,700,0,13,N,13,-0.3050430334578852
1-0,6,700,0,13,N,14,0.7220129778883418
1-0,6,700,0,13,N,15,-0.3258332796239575
1-0,6,700,0,13,N,16,0.32906670561239393
1-0,6,700,0,13,N,17,-0.2423298527444379
1-0,6,700,0,13,N,18,0.45175582906264805
1-0,6,700,0,13,N,19,-0.014433949478705545
1-0,6,700,0,13,N,20,0.653076518528142
1-0,6,700,0,13,N,21,-0.11284266619527121
1-0,6,700,0,13,N,22,-0.036512951375345076
1-0,6,700,0,13,N,23,0.22984889439812872
1-0,6,700,0,13,N,24,0.13320106378577623
1-0,6,700,0,13,N,25,-0.27531698092782153
1-0,6,700,0,13,N,26,0.18301946440738548
1-0,6,700,0,13,N,27,0.10683745277258265
1-0,6,700,0,13,N,28,-0.01758370979851568
1-0,6,700,0,13,N,29,0.036368212663526224
1-0,6,700,0,13,N,30,0.639526667034304
1-0,6,700,0,13,N,31,0.05937438069156631
1-0,6,700,0,13,N,32,0.06213322293264001
1-0,6,700,0,13,N,33,-0.5690471102992776
1-0,6,700,0,13,N,34,0.3758444830255431
1-0,6,700,0,13,N,35,-0.13765657358537142
1-0,6,700,0,13,N,36,0.16169528941482486
1-0,6,700,0,13,N,37,-0.3020909719383003
1-0,6,700,0,13,N,38,-0.23287991624843427
1-0,6,700,0,13,N,39,0.18139008859920513
1-0,6,700,0,13,N,40,-0.4284778678324522
1-0,6,700,0,13,N,41,-0.30569241431654187
1-0,6,700,0,13,N,42,0.018151288493493012
1-0,6,700,0,13,N,43,0.9530122430545168
1-0,6,700,0,13,N,44,-0.004946538041800771
1-0,6,700,0,13,N,45,-0.02086219010882629
1-0,6,700,0,13,N,46,-0.3486129948361271
1-0,6,700,0,13,N,47,0.13759325342665674
1-0,6,700,0,13,N,48,-0.4428141225960274
1-0,6,700,0,13,N,49,-0.20000443686578062
1-0,6,700,0,13,N,50,-0.41441103986752753
1-0,6,700,0,13,N,51,-0.2941400074342446
1-0,6,700,0,13,N,52,0.43487912132452244
1-0,6,700,0,13,N,53,0.014805291046466143
1-0,6,700,0,13,N,54,-0.3229855162271331
1-0,6,700,0,13,N,55,0.14889831808882376
1-0,6,700,0,14,N,0,-0.2567848560426648
1-0,6,700,0,14,N,1,0.7435865648839021
1-0,6,700,0,14,N,2,-0.31013198663272823
1-0,6,700,0,14,N,3,0.05651140934171115
1-0,6,700,0,14,N,4,-0.2881151991480277
1-0,6,700,0,14,N,5,-0.0944447241560929
1-0,6,700,0,14,N,6,-0.6882594423039119
1-0,6,700,0,14,N,7,0.2419939953731301
1-0,6,700,0,14,N,8,0.26398673255528915
1-0,6,700,0,14,N,9,0.8037794832424671
1-0,6,700,0,14,N,10,0.7856220368681819
1-0,6,700,0,14,N,11,-0.46530153149397185
